TransactionID,TransactionDate,Time,TransactionAmount (INR),Mobile,IsFraud
T12968,26-09-2022,568,155,9088909942,1
T12969,26-09-2022,2922,1950,9088909943,0
T12970,26-09-2022,5194,660,9088909944,0
T12971,26-09-2022,5128,200,9088909943,0
T12972,27-09-2022,4563,250,9088909944,0
T12973,27-09-2022,602,399,9088909943,1
T12974,27-09-2022,4659,90,9088909944,0
T12975,27-09-2022,3230,20000,9088909930,0
T12976,27-09-2022,948,50,9088909931,1
T12977,27-09-2022,3157,2326.46,9088909932,0
T12978,27-09-2022,3613,382,9088909933,0
T12979,27-09-2022,1807,360,9088909934,0
T12980,26-09-2022,2660,1120,9088909935,0
T12981,26-09-2022,3863,50,9088909936,0
T12982,26-09-2022,290,3836.73,9088909937,1
T12983,26-09-2022,1070,1284.05,9088909938,0
T12984,26-09-2022,2430,112,9088909939,0
T12985,26-09-2022,5409,2004,9088909940,0
T12986,26-09-2022,2740,777,9088909941,0
T12987,27-09-2022,6384,79.75,9088909942,0
T12988,27-09-2022,6477,220,9088909943,0
T12989,27-09-2022,3431,220,9088909944,0
T12990,27-09-2022,5648,201.73,9088909931,0
T12991,27-09-2022,6992,2511.32,9088909932,0
T12992,26-09-2022,2322,330,9088909933,0
T12993,26-09-2022,4865,255,9088909934,0
T12994,26-09-2022,148,259,9088909935,1
T12995,26-09-2022,4925,923,9088909936,0
T12996,26-09-2022,2754,208,9088909937,0
T12997,26-09-2022,3241,50,9088909938,0
T12998,26-09-2022,5512,505,9088909939,0
T12999,27-09-2022,6318,269,9088909940,0
T13000,27-09-2022,125,18,9088909941,1
T13001,27-09-2022,6058,13995,9088909942,0
T13002,27-09-2022,904,66.23,9088909943,1
T13003,26-09-2022,4971,60,9088909944,0
T13004,26-09-2022,699,350,9088909930,1
T13005,26-09-2022,3393,280,9088909931,0
T13006,26-09-2022,4210,30,9088909932,0
T13007,26-09-2022,1947,351,9088909933,0
T13008,26-09-2022,2432,380,9088909934,0
T13009,26-09-2022,794,520,9088909935,1
T13010,26-09-2022,1251,588,9088909936,0
T13011,26-09-2022,6364,50,9088909937,0
T13012,26-09-2022,515,1498,9088909938,1
T13013,27-09-2022,1951,437,9088909939,0
T13014,27-09-2022,3929,28,9088909940,0
T13015,27-09-2022,1739,450,9088909941,0
T13016,27-09-2022,5068,30,9088909942,0
T13017,27-09-2022,1571,567,9088909943,0
T13018,26-09-2022,6599,314,9088909944,0
T13019,26-09-2022,5484,500,9088909930,0
T13020,26-09-2022,302,1500,9088909931,1
T13021,26-09-2022,2155,97,9088909932,0
T13022,26-09-2022,1612,6856.91,9088909933,0
T13023,26-09-2022,3133,821.4,9088909934,0
T13024,26-09-2022,4045,256,9088909935,0
T13025,26-09-2022,5317,36.63,9088909936,0
T13026,26-09-2022,6163,1620,9088909937,0
T13027,27-09-2022,741,540,9088909938,1
T13028,27-09-2022,3275,715,9088909939,0
T13029,27-09-2022,723,1500,9088909940,1
T13030,27-09-2022,1795,10,9088909941,0
T13031,27-09-2022,3674,1930,9088909942,0
T13032,27-09-2022,6228,110,9088909943,0
T13033,26-09-2022,4555,553,9088909944,0
T13034,26-09-2022,4492,194,9088909942,0
T13035,26-09-2022,938,4058.31,9088909943,1
T13036,26-09-2022,2346,336.52,9088909944,0
T13037,26-09-2022,6009,2977,9088909931,0
T13038,26-09-2022,131,480,9088909932,1
T13039,27-09-2022,1585,1800,9088909933,0
T13040,27-09-2022,1755,50,9088909934,0
T13041,27-09-2022,2023,6490,9088909935,0
T13042,27-09-2022,1851,1500,9088909936,0
T13043,27-09-2022,6389,269.6,9088909937,0
T13044,22-09-2022,6838,49,9088909938,0
T13045,22-09-2022,1014,1000,9088909939,0
T13046,22-09-2022,4860,200,9088909940,0
T13047,22-09-2022,2941,1000,9088909941,0
T13048,22-09-2022,4318,100,9088909942,0
T13049,27-09-2022,1373,1170,9088909943,0
T13050,27-09-2022,4063,250,9088909944,0
T13051,27-09-2022,4894,104,9088909945,0
T13052,27-09-2022,2694,700,9088909931,0
T13053,27-09-2022,6295,207,9088909932,0
T13054,27-09-2022,226,497,9088909933,1
T13055,27-09-2022,3942,600,9088909934,0
T13056,22-09-2022,1363,20,9088909935,0
T13057,22-09-2022,5843,3365,9088909936,0
T13058,22-09-2022,4619,800,9088909937,0
T13059,22-09-2022,559,669,9088909938,1
T13060,22-09-2022,1287,199,9088909939,0
T13061,22-09-2022,3970,2300,9088909940,0
T13062,27-09-2022,5488,120,9088909941,0
T13063,27-09-2022,1098,50,9088909942,0
T13064,27-09-2022,4718,299,9088909943,0
T13065,27-09-2022,2506,1298.36,9088909944,0
T13066,27-09-2022,6864,454,9088909945,0
T13067,27-09-2022,6387,500,9088909944,0
T13068,27-09-2022,4978,50,9088909945,0
T13069,22-09-2022,6513,30,9088909931,0
T13070,22-09-2022,6750,564,9088909932,0
T13071,22-09-2022,4676,500,9088909933,0
T13072,22-09-2022,2273,100,9088909934,0
T13073,22-09-2022,5235,465,9088909935,0
T13074,22-09-2022,4471,105.07,9088909936,0
T13075,22-09-2022,660,240.27,9088909937,1
T13076,22-09-2022,838,358,9088909938,1
T13077,27-09-2022,4557,681,9088909939,0
T13078,27-09-2022,5794,174,9088909940,0
T13079,27-09-2022,5909,210,9088909941,0
T13080,27-09-2022,1838,600,9088909942,0
T13081,22-09-2022,5994,299,9088909943,0
T13082,22-09-2022,1722,50,9088909944,0
T13083,22-09-2022,2217,435,9088909945,0
T13084,27-09-2022,502,1165,9088909932,1
T13085,27-09-2022,3276,515,9088909933,0
T13086,27-09-2022,2120,500,9088909934,0
T13087,27-09-2022,6089,3555.2,9088909935,0
T13088,27-09-2022,5651,489.75,9088909936,0
T13089,27-09-2022,699,50,9088909937,1
T13090,27-09-2022,4937,672,9088909938,0
T13091,22-09-2022,3503,100,9088909939,0
T13092,22-09-2022,6061,1522,9088909940,0
T13093,22-09-2022,6585,2797,9088909941,0
T13094,22-09-2022,3104,370,9088909942,0
T13095,22-09-2022,5425,300,9088909943,0
T13096,22-09-2022,1963,1849.25,9088909944,0
T13097,22-09-2022,928,292,9088909945,1
T13098,22-09-2022,1461,4197,9088909931,0
T13099,27-09-2022,1087,3282,9088909932,0
T13100,27-09-2022,1568,170,9088909933,0
T13101,27-09-2022,3364,299,9088909934,0
T13102,27-09-2022,2412,500,9088909935,0
T13103,27-09-2022,3524,815,9088909936,0
T13104,22-09-2022,6488,500,9088909937,0
T13105,22-09-2022,5792,177.75,9088909938,0
T13106,22-09-2022,2639,200,9088909939,0
T13107,22-09-2022,2570,86.26,9088909940,0
T13108,22-09-2022,136,499,9088909941,1
T13109,22-09-2022,2823,193,9088909942,0
T13110,22-09-2022,883,170,9088909943,1
T13111,27-09-2022,6033,620,9088909944,0
T13112,27-09-2022,5702,100,9088909945,0
T13113,27-09-2022,3716,10000,9088909931,0
T13114,27-09-2022,6240,10,9088909932,0
T13115,27-09-2022,4721,600,9088909933,0
T13116,27-09-2022,4946,300,9088909934,0
T13117,22-09-2022,1294,100,9088909935,0
T13118,22-09-2022,5636,160,9088909936,0
T13119,22-09-2022,6448,725,9088909937,0
T13120,22-09-2022,1918,758,9088909938,0
T13121,22-09-2022,6565,209,9088909939,0
T13122,22-09-2022,4784,500,9088909940,0
T13123,22-09-2022,210,544,9088909941,1
T13124,22-09-2022,3520,102,9088909942,0
T13125,22-09-2022,4315,891.6,9088909943,0
T13126,22-09-2022,824,50,9088909944,1
T13127,27-09-2022,1103,1000,9088909945,0
T13128,27-09-2022,784,14500,9088909943,1
T13129,27-09-2022,5112,1154.62,9088909944,0
T13130,27-09-2022,1716,50,9088909945,0
T13131,27-09-2022,6087,1004,9088909944,0
T13132,27-09-2022,934,55,9088909945,1
T13133,27-09-2022,960,799,9088909944,1
T13134,27-09-2022,345,800,9088909945,1
T13135,27-09-2022,6217,501.25,9088909931,0
T13136,22-09-2022,1572,3130,9088909932,0
T13137,22-09-2022,5010,85,9088909933,0
T13138,22-09-2022,4616,50,9088909934,0
T13139,22-09-2022,2188,1583,9088909935,0
T13140,27-09-2022,2381,30,9088909936,0
T13141,27-09-2022,5168,50.43,9088909937,0
T13142,27-09-2022,597,2427,9088909938,1
T13143,27-09-2022,6357,434,9088909939,0
T13144,27-09-2022,2812,2612,9088909940,0
T13145,27-09-2022,5342,1295,9088909941,0
T13146,27-09-2022,3071,500,9088909942,0
T13147,27-09-2022,6565,2750,9088909943,0
T13148,27-09-2022,3423,1585.97,9088909944,0
T13149,26-09-2022,242,195,9088909945,1
T13150,26-09-2022,314,100,9088909932,1
T13151,26-09-2022,4079,45,9088909933,0
T13152,26-09-2022,5413,18,9088909934,0
T13153,26-09-2022,2307,97,9088909935,0
T13154,26-09-2022,1564,3303,9088909936,0
T13155,26-09-2022,5527,1153,9088909937,0
T13156,26-09-2022,727,15,9088909938,1
T13157,26-09-2022,1126,200,9088909939,0
T13158,26-09-2022,6882,1323,9088909940,0
T13159,26-09-2022,321,300,9088909941,1
T13160,27-09-2022,5483,55,9088909942,0
T13161,27-09-2022,6220,200,9088909943,0
T13162,27-09-2022,5397,65,9088909944,0
T13163,27-09-2022,5394,335,9088909945,0
T13164,26-09-2022,2181,160,9088909931,0
T13165,26-09-2022,63,93,9088909932,1
T13166,26-09-2022,3743,280,9088909933,0
T13167,26-09-2022,2362,978,9088909934,0
T13168,25-09-2022,4486,1000,9088909935,0
T13169,25-09-2022,1436,599,9088909936,0
T13170,26-09-2022,270,1986,9088909937,1
T13171,26-09-2022,1104,150,9088909938,0
T13172,26-09-2022,2268,599,9088909939,0
T13173,26-09-2022,5031,50,9088909940,0
T13174,26-09-2022,3423,2552,9088909941,0
T13175,26-09-2022,1984,420,9088909942,0
T13176,26-09-2022,5105,198,9088909943,0
T13177,25-09-2022,3985,384,9088909944,0
T13178,25-09-2022,1334,271.5,9088909945,0
T13179,25-09-2022,2821,1250,9088909931,0
T13180,27-09-2022,1369,1655,9088909932,0
T13181,27-09-2022,5028,3051,9088909933,0
T13182,27-09-2022,5794,612,9088909934,0
T13183,27-09-2022,6265,3750,9088909935,0
T13184,27-09-2022,6322,50,9088909936,0
T13185,27-09-2022,6229,1343.5,9088909937,0
T13186,26-09-2022,4906,2500,9088909938,0
T13187,26-09-2022,5910,5129,9088909939,0
T13188,26-09-2022,3925,100,9088909940,0
T13189,26-09-2022,4821,340,9088909941,0
T13190,26-09-2022,2993,100,9088909942,0
T13191,25-09-2022,2133,900,9088909943,0
T13192,25-09-2022,6927,720,9088909944,0
T13193,26-09-2022,2741,200,9088909945,0
T13194,26-09-2022,148,360,9088909943,1
T13195,26-09-2022,5620,115,9088909944,0
T13196,26-09-2022,1659,30,9088909945,0
T13197,26-09-2022,1853,100,9088909932,0
T13198,25-09-2022,1549,249,9088909933,0
T13199,27-09-2022,3575,500,9088909934,0
T13200,27-09-2022,479,255,9088909935,1
T13201,27-09-2022,165,391.84,9088909936,1
T13202,27-09-2022,2538,400,9088909937,0
T13203,27-09-2022,380,250,9088909938,1
T13204,26-09-2022,1933,26,9088909939,0
T13205,26-09-2022,485,50,9088909940,1
T13206,26-09-2022,6349,1225,9088909941,0
T13207,26-09-2022,4019,100,9088909942,0
T13208,26-09-2022,1687,403,9088909943,0
T13209,26-09-2022,3742,25,9088909944,0
T13210,26-09-2022,4474,385.3,9088909945,0
T13211,26-09-2022,4918,2694,9088909946,0
T13212,26-09-2022,4669,240,9088909932,0
T13213,26-09-2022,6965,75,9088909933,0
T13214,26-09-2022,970,525,9088909934,1
T13215,26-09-2022,5113,335,9088909935,0
T13216,26-09-2022,5410,4946,9088909936,0
T13217,26-09-2022,5496,2833,9088909937,0
T13218,26-09-2022,845,30,9088909938,1
T13219,27-09-2022,2210,499,9088909939,0
T13220,27-09-2022,3207,50,9088909940,0
T13221,27-09-2022,5862,612.65,9088909941,0
T13222,27-09-2022,3929,852,9088909942,0
T13223,27-09-2022,1657,120,9088909943,0
T13224,27-09-2022,4090,56644,9088909944,0
T13225,26-09-2022,6497,50,9088909945,0
T13226,26-09-2022,5953,30,9088909946,0
T13227,26-09-2022,2173,800,9088909945,0
T13228,26-09-2022,5514,50,9088909946,0
T13229,26-09-2022,3675,1133,9088909932,0
T13230,26-09-2022,4535,3640,9088909933,0
T13231,26-09-2022,449,60,9088909934,1
T13232,26-09-2022,460,500,9088909935,1
T13233,26-09-2022,922,330,9088909936,1
T13234,26-09-2022,6980,96,9088909937,0
T13235,26-09-2022,2239,30,9088909938,0
T13236,26-09-2022,4425,460,9088909939,0
T13237,26-09-2022,890,10.06,9088909940,1
T13238,26-09-2022,829,2400,9088909941,1
T13239,25-09-2022,4196,100,9088909942,0
T13240,27-09-2022,5914,69,9088909943,0
T13241,27-09-2022,673,445,9088909944,1
T13242,27-09-2022,6418,115,9088909945,0
T13243,27-09-2022,3631,275,9088909946,0
T13244,27-09-2022,14,1606,9088909933,1
T13245,27-09-2022,3289,228.66,9088909934,0
T13246,27-09-2022,3991,2300,9088909935,0
T13247,27-09-2022,4380,200,9088909936,0
T13248,27-09-2022,6263,630,9088909937,0
T13249,27-09-2022,4967,240,9088909938,0
T13250,27-09-2022,3711,199,9088909939,0
T13251,26-09-2022,1631,3416,9088909940,0
T13252,26-09-2022,4884,2208,9088909941,0
T13253,26-09-2022,4143,500,9088909942,0
T13254,26-09-2022,5025,4600,9088909943,0
T13255,25-09-2022,5790,490,9088909944,0
T13256,26-09-2022,3006,100,9088909945,0
T13257,26-09-2022,4159,813,9088909946,0
T13258,26-09-2022,6861,76,9088909932,0
T13259,26-09-2022,767,20,9088909933,1
T13260,26-09-2022,592,14878,9088909934,1
T13261,26-09-2022,5099,22600,9088909935,0
T13262,26-09-2022,5511,100,9088909936,0
T13263,26-09-2022,4361,1255,9088909937,0
T13264,27-09-2022,1634,363.78,9088909938,0
T13265,27-09-2022,4779,50,9088909939,0
T13266,27-09-2022,1829,2763,9088909940,0
T13267,27-09-2022,4293,3696,9088909941,0
T13268,26-09-2022,6235,696,9088909942,0
T13269,26-09-2022,1536,164.6,9088909943,0
T13270,26-09-2022,5866,130,9088909944,0
T13271,26-09-2022,3547,50,9088909945,0
T13272,26-09-2022,6067,11,9088909946,0
T13273,26-09-2022,2951,248,9088909932,0
T13274,26-09-2022,4750,600,9088909933,0
T13275,26-09-2022,4196,270,9088909934,0
T13276,25-09-2022,4948,2342,9088909935,0
T13277,26-09-2022,4473,7128.39,9088909936,0
T13278,26-09-2022,2373,19262,9088909937,0
T13279,26-09-2022,7,7017.25,9088909938,1
T13280,26-09-2022,4326,508.8,9088909939,0
T13281,26-09-2022,2404,297,9088909940,0
T13282,26-09-2022,1615,820,9088909941,0
T13283,26-09-2022,4693,655,9088909942,0
T13284,27-09-2022,5848,370,9088909943,0
T13285,27-09-2022,145,10,9088909944,1
T13286,27-09-2022,4712,280,9088909945,0
T13287,27-09-2022,1273,970,9088909946,0
T13288,27-09-2022,485,100,9088909944,1
T13289,26-09-2022,1747,6168,9088909945,0
T13290,26-09-2022,5767,1000,9088909946,0
T13291,26-09-2022,1321,25,9088909945,0
T13292,26-09-2022,5107,1600,9088909946,0
T13293,26-09-2022,454,410,9088909945,1
T13294,26-09-2022,3660,60,9088909946,0
T13295,25-09-2022,5360,19,9088909932,0
T13296,27-09-2022,420,220,9088909933,1
T13297,27-09-2022,5674,99,9088909934,0
T13298,27-09-2022,5303,5090,9088909935,0
T13299,27-09-2022,5880,127,9088909936,0
T13300,27-09-2022,4641,839.28,9088909937,0
T13301,27-09-2022,5429,123,9088909938,0
T13302,27-09-2022,3555,142,9088909939,0
T13303,22-09-2022,2985,1590,9088909940,0
T13304,22-09-2022,2697,450,9088909941,0
T13305,22-09-2022,1543,998,9088909942,0
T13306,22-09-2022,2356,523,9088909943,0
T13307,22-09-2022,1396,1500,9088909944,0
T13308,22-09-2022,2287,114,9088909945,0
T13309,27-09-2022,5735,500,9088909946,0
T13310,27-09-2022,3567,2300,9088909933,0
T13311,27-09-2022,6930,5517,9088909934,0
T13312,22-09-2022,88,2955,9088909935,1
T13313,22-09-2022,5365,1,9088909936,0
T13314,22-09-2022,3839,300,9088909937,0
T13315,22-09-2022,6073,300,9088909938,0
T13316,22-09-2022,3301,124,9088909939,0
T13317,22-09-2022,333,260,9088909940,1
T13318,27-09-2022,4365,100,9088909941,0
T13319,27-09-2022,1641,470,9088909942,0
T13320,27-09-2022,2181,198,9088909943,0
T13321,22-09-2022,6570,300,9088909944,0
T13322,22-09-2022,3237,204,9088909945,0
T13323,22-09-2022,506,150,9088909946,1
T13324,22-09-2022,4709,245,9088909932,0
T13325,22-09-2022,6436,1106,9088909933,0
T13326,22-09-2022,5009,499,9088909934,0
T13327,22-09-2022,3769,380,9088909935,0
T13328,22-09-2022,778,599,9088909936,1
T13329,22-09-2022,6223,547,9088909937,0
T13330,22-09-2022,347,57,9088909938,1
T13331,27-09-2022,6508,2548,9088909939,0
T13332,27-09-2022,3731,50,9088909940,0
T13333,27-09-2022,3976,5000,9088909941,0
T13334,27-09-2022,1933,346,9088909942,0
T13335,27-09-2022,2449,160,9088909943,0
T13336,27-09-2022,3450,500,9088909944,0
T13337,27-09-2022,4210,600,9088909945,0
T13338,27-09-2022,2340,92,9088909946,0
T13339,22-09-2022,2497,533.92,9088909932,0
T13340,22-09-2022,1902,8000,9088909933,0
T13341,22-09-2022,80,280,9088909934,1
T13342,22-09-2022,5854,50,9088909935,0
T13343,22-09-2022,5214,230,9088909936,0
T13344,22-09-2022,5171,790,9088909937,0
T13345,27-09-2022,6467,1995,9088909938,0
T13346,27-09-2022,206,290,9088909939,1
T13347,27-09-2022,1860,85.75,9088909940,0
T13348,27-09-2022,2113,132.15,9088909941,0
T13349,27-09-2022,1152,1000,9088909942,0
T13350,27-09-2022,5919,43,9088909943,0
T13351,27-09-2022,4070,193,9088909944,0
T13352,27-09-2022,595,500,9088909945,1
T13353,27-09-2022,166,870,9088909946,1
T13354,22-09-2022,5339,240,9088909944,0
T13355,22-09-2022,2380,324,9088909945,0
T13356,22-09-2022,4765,16490,9088909946,0
T13357,22-09-2022,5916,2450,9088909933,0
T13358,22-09-2022,5130,56,9088909934,0
T13359,27-09-2022,6265,2385.7,9088909935,0
T13360,27-09-2022,403,700,9088909936,1
T13361,27-09-2022,1464,150,9088909937,0
T13362,27-09-2022,5935,1197,9088909938,0
T13363,27-09-2022,453,28,9088909939,1
T13364,22-09-2022,4622,50,9088909940,0
T13365,22-09-2022,3338,490,9088909941,0
T13366,22-09-2022,1670,242,9088909942,0
T13367,22-09-2022,5405,222.88,9088909943,0
T13368,27-09-2022,338,300,9088909944,1
T13369,27-09-2022,1178,4432,9088909945,0
T13370,27-09-2022,6034,116,9088909946,0
T13371,27-09-2022,1397,4756.1,9088909947,0
T13372,27-09-2022,4604,30,9088909933,0
T13373,27-09-2022,1491,3579,9088909934,0
T13374,27-09-2022,3066,286,9088909935,0
T13375,27-09-2022,1014,1050,9088909936,0
T13376,22-09-2022,810,4160.15,9088909937,1
T13377,22-09-2022,6093,255,9088909938,0
T13378,22-09-2022,500,62,9088909939,1
T13379,22-09-2022,2234,600,9088909940,0
T13380,22-09-2022,6286,326,9088909941,0
T13381,22-09-2022,2269,110,9088909942,0
T13382,27-09-2022,3904,853.5,9088909943,0
T13383,27-09-2022,4577,654.5,9088909944,0
T13384,27-09-2022,26,1000,9088909945,1
T13385,27-09-2022,3720,200,9088909946,0
T13386,27-09-2022,6200,660,9088909947,0
T13387,27-09-2022,3952,225,9088909946,0
T13388,22-09-2022,700,2300,9088909947,1
T13389,22-09-2022,945,4500,9088909933,1
T13390,27-09-2022,3597,1884.69,9088909934,0
T13391,27-09-2022,3110,1,9088909935,0
T13392,27-09-2022,567,560,9088909936,1
T13393,27-09-2022,1988,35,9088909937,0
T13394,27-09-2022,2439,200,9088909938,0
T13395,22-09-2022,5960,539,9088909939,0
T13396,22-09-2022,3129,45,9088909940,0
T13397,22-09-2022,6339,3039,9088909941,0
T13398,27-09-2022,1350,689,9088909942,0
T13399,27-09-2022,2192,1714.62,9088909943,0
T13400,27-09-2022,5800,50,9088909944,0
T13401,26-09-2022,5854,115,9088909945,0
T13402,26-09-2022,46,50,9088909946,1
T13403,26-09-2022,4887,1277,9088909947,0
T13404,26-09-2022,1866,93,9088909934,0
T13405,25-09-2022,5828,970,9088909935,0
T13406,25-09-2022,3761,30,9088909936,0
T13407,25-09-2022,6762,1806,9088909937,0
T13408,25-09-2022,162,172,9088909938,1
T13409,25-09-2022,2929,142.2,9088909939,0
T13410,25-09-2022,2134,310,9088909940,0
T13411,25-09-2022,921,725,9088909941,1
T13412,25-09-2022,4927,1172,9088909942,0
T13413,25-09-2022,1366,1592,9088909943,0
T13414,25-09-2022,5340,2387,9088909944,0
T13415,25-09-2022,4672,606.9,9088909945,0
T13416,25-09-2022,320,588,9088909946,1
T13417,25-09-2022,5905,902,9088909947,0
T13418,25-09-2022,3572,6139,9088909933,0
T13419,25-09-2022,6821,166,9088909934,0
T13420,25-09-2022,6246,275,9088909935,0
T13421,25-09-2022,2662,735,9088909936,0
T13422,25-09-2022,5521,275,9088909937,0
T13423,27-09-2022,4453,85,9088909938,0
T13424,27-09-2022,4081,26,9088909939,0
T13425,27-09-2022,5359,111,9088909940,0
T13426,27-09-2022,4861,1400,9088909941,0
T13427,27-09-2022,6075,89563,9088909942,0
T13428,27-09-2022,2626,249.76,9088909943,0
T13429,25-09-2022,5745,40,9088909944,0
T13430,25-09-2022,5033,30,9088909945,0
T13431,25-09-2022,2610,47,9088909946,0
T13432,25-09-2022,162,440,9088909947,1
T13433,25-09-2022,2820,3000,9088909933,0
T13434,25-09-2022,3230,300,9088909934,0
T13435,25-09-2022,564,1799,9088909935,1
T13436,25-09-2022,5772,73,9088909936,0
T13437,25-09-2022,1451,100,9088909937,0
T13438,25-09-2022,5777,701,9088909938,0
T13439,25-09-2022,6047,50,9088909939,0
T13440,25-09-2022,208,47,9088909940,1
T13441,25-09-2022,4549,243,9088909941,0
T13442,27-09-2022,3613,200,9088909942,0
T13443,27-09-2022,251,6449,9088909943,1
T13444,27-09-2022,1446,47,9088909944,0
T13445,27-09-2022,4195,99,9088909945,0
T13446,27-09-2022,5440,529,9088909946,0
T13447,27-09-2022,2336,250,9088909947,0
T13448,27-09-2022,5778,1840.76,9088909945,0
T13449,25-09-2022,3003,20,9088909946,0
T13450,25-09-2022,2909,455,9088909947,0
T13451,25-09-2022,4555,389,9088909946,0
T13452,25-09-2022,3993,2270,9088909947,0
T13453,25-09-2022,5440,486,9088909946,0
T13454,25-09-2022,3809,1537,9088909947,0
T13455,25-09-2022,1201,200,9088909933,0
T13456,25-09-2022,2485,1029,9088909934,0
T13457,25-09-2022,2201,350,9088909935,0
T13458,25-09-2022,2681,1002,9088909936,0
T13459,25-09-2022,4943,889.65,9088909937,0
T13460,25-09-2022,3982,1168,9088909938,0
T13461,25-09-2022,1229,220,9088909939,0
T13462,25-09-2022,2249,810,9088909940,0
T13463,25-09-2022,6313,250,9088909941,0
T13464,25-09-2022,1420,50,9088909942,0
T13465,25-09-2022,639,622,9088909943,1
T13466,25-09-2022,1588,140,9088909944,0
T13467,27-09-2022,547,2651,9088909945,1
T13468,27-09-2022,3054,3000,9088909946,0
T13469,27-09-2022,4270,855,9088909947,0
T13470,27-09-2022,3445,1890,9088909934,0
T13471,27-09-2022,2086,205,9088909935,0
T13472,27-09-2022,4030,1500,9088909936,0
T13473,27-09-2022,3707,200,9088909937,0
T13474,27-09-2022,1557,78,9088909938,0
T13475,25-09-2022,4790,1465.67,9088909939,0
T13476,25-09-2022,6553,100,9088909940,0
T13477,25-09-2022,6802,240,9088909941,0
T13478,25-09-2022,6402,100,9088909942,0
T13479,25-09-2022,652,1153,9088909943,1
T13480,25-09-2022,5565,45,9088909944,0
T13481,25-09-2022,1832,2209,9088909945,0
T13482,25-09-2022,5671,150,9088909946,0
T13483,25-09-2022,5603,230,9088909947,0
T13484,25-09-2022,1002,1869,9088909933,0
T13485,25-09-2022,2740,100,9088909934,0
T13486,25-09-2022,3166,1140,9088909935,0
T13487,25-09-2022,2622,80,9088909936,0
T13488,25-09-2022,1551,300,9088909937,0
T13489,27-09-2022,3827,1699,9088909938,0
T13490,27-09-2022,860,20,9088909939,1
T13491,27-09-2022,5595,71,9088909940,0
T13492,25-09-2022,6024,140,9088909941,0
T13493,25-09-2022,264,150,9088909942,1
T13494,25-09-2022,882,121,9088909943,1
T13495,25-09-2022,1538,75,9088909944,0
T13496,25-09-2022,1050,620,9088909945,0
T13497,25-09-2022,2631,1000,9088909946,0
T13498,25-09-2022,2651,522,9088909947,0
T13499,25-09-2022,1601,500,9088909933,0
T13500,25-09-2022,5877,404,9088909934,0
T13501,25-09-2022,4567,297,9088909935,0
T13502,25-09-2022,418,549,9088909936,1
T13503,25-09-2022,2394,31,9088909937,0
T13504,25-09-2022,558,860,9088909938,1
T13505,27-09-2022,4177,300,9088909939,0
T13506,27-09-2022,4148,284,9088909940,0
T13507,27-09-2022,4913,25000,9088909941,0
T13508,27-09-2022,6467,20570,9088909942,0
T13509,27-09-2022,6700,1512.75,9088909943,0
T13510,27-09-2022,2508,197.46,9088909944,0
T13511,25-09-2022,5415,2,9088909945,0
T13512,25-09-2022,1774,1500,9088909946,0
T13513,25-09-2022,6348,105,9088909947,0
T13514,25-09-2022,5656,1000,9088909945,0
T13515,25-09-2022,4783,2855,9088909946,0
T13516,25-09-2022,5050,901,9088909947,0
T13517,25-09-2022,2324,3680,9088909934,0
T13518,25-09-2022,5117,682,9088909935,0
T13519,25-09-2022,3595,558,9088909936,0
T13520,25-09-2022,1867,13,9088909937,0
T13521,25-09-2022,2005,453,9088909938,0
T13522,25-09-2022,4734,150,9088909939,0
T13523,25-09-2022,6411,510,9088909940,0
T13524,25-09-2022,134,499.5,9088909941,1
T13525,25-09-2022,3558,400,9088909942,0
T13526,27-09-2022,1475,500,9088909943,0
T13527,27-09-2022,3265,20,9088909944,0
T13528,27-09-2022,1330,1258.92,9088909945,0
T13529,27-09-2022,1659,4999,9088909946,0
T13530,25-09-2022,80,218,9088909947,1
T13531,25-09-2022,5098,1700,9088909948,0
T13532,25-09-2022,2499,2910,9088909934,0
T13533,25-09-2022,2750,2500,9088909935,0
T13534,25-09-2022,603,70,9088909936,1
T13535,25-09-2022,1312,730,9088909937,0
T13536,25-09-2022,3248,20,9088909938,0
T13537,25-09-2022,2110,187,9088909939,0
T13538,25-09-2022,3992,130,9088909940,0
T13539,25-09-2022,1710,475.08,9088909941,0
T13540,25-09-2022,2740,1310,9088909942,0
T13541,25-09-2022,2968,720,9088909943,0
T13542,27-09-2022,4298,1512.75,9088909944,0
T13543,27-09-2022,665,299,9088909945,1
T13544,27-09-2022,2251,99,9088909946,0
T13545,27-09-2022,3211,455,9088909947,0
T13546,27-09-2022,3526,220,9088909948,0
T13547,27-09-2022,5828,760,9088909947,0
T13548,27-09-2022,5306,72,9088909948,0
T13549,27-09-2022,1626,4968,9088909934,0
T13550,25-09-2022,2247,1458,9088909935,0
T13551,25-09-2022,5236,200,9088909936,0
T13552,25-09-2022,5334,25,9088909937,0
T13553,25-09-2022,3568,774,9088909938,0
T13554,25-09-2022,1687,499,9088909939,0
T13555,25-09-2022,6545,1999,9088909940,0
T13556,22-09-2022,4387,10,9088909941,0
T13557,22-09-2022,2087,500,9088909942,0
T13558,22-09-2022,3880,620,9088909943,0
T13559,22-09-2022,1661,100,9088909944,0
T13560,22-09-2022,2175,250,9088909945,0
T13561,22-09-2022,1507,1000,9088909946,0
T13562,22-09-2022,6134,200,9088909947,0
T13563,22-09-2022,4961,76,9088909948,0
T13564,22-09-2022,2547,296,9088909935,0
T13565,22-09-2022,4898,200,9088909936,0
T13566,27-09-2022,6706,2000,9088909937,0
